Tag,Class,Drawn_out_level,Successful_apps_at_DOL,Total_apps_at_DOL,Chance_at_DOL,Chance_with_First_choice,Animal,Sex,UnitCode,SeasonCode,Weapon,SeasonWeapon,DOL,Valid GMUs,Date Open,Date Close,Notes,RFW,PLO,NoApps
DE025P2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,025,P2,R,P2R,0,"25, 26",NA,NA,,No,Yes,NA
DE025P2R,L_U,Leftover Choice 1,2,3,67.0%,67.0%,D,E,025,P2,R,P2R,0,"25, 26",NA,NA,,No,Yes,NA
DE025P2R,L_R,Leftover Choice 3,3,5,60.0%,60.0%,D,E,025,P2,R,P2R,0,"25, 26",NA,NA,,No,Yes,NA
DE025P3R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,025,P3,R,P3R,0,"25, 26",NA,NA,,No,Yes,NA
DE025P3R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,025,P3,R,P3R,0,"25, 26",NA,NA,,No,Yes,NA
DE025P3R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,025,P3,R,P3R,0,"25, 26",NA,NA,,No,Yes,NA
DE025P3R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,025,P3,R,P3R,0,"25, 26",NA,NA,,No,Yes,NA
DE025P3R,L_U,Leftover Choice 1,3,4,75.0%,75.0%,D,E,025,P3,R,P3R,0,"25, 26",NA,NA,,No,Yes,NA
DE025P3R,L_R,Leftover Choice 2,4,4,100.0%,100.0%,D,E,025,P3,R,P3R,0,"25, 26",NA,NA,,No,Yes,NA
DE025W1R,A_R,21 Pref Points,1,1,100.0%,100.0%,D,E,025,W1,R,W1R,21,"25, 26, 36",NA,NA,Burns Hole Ranch,Yes,No,NA
DE025W1R,A_NR,No Apps,NA,NA,NA,NA,D,E,025,W1,R,W1R,0,"25, 26, 36",NA,NA,Burns Hole Ranch,Yes,No,Yes
DE025W1R,Y_R,None Drawn,NA,NA,NA,NA,D,E,025,W1,R,W1R,0,"25, 26, 36",NA,NA,Burns Hole Ranch,Yes,No,Yes
DE025W1R,Y_NR,No Apps,NA,NA,NA,NA,D,E,025,W1,R,W1R,0,"25, 26, 36",NA,NA,Burns Hole Ranch,Yes,No,Yes
DE025W1R,L_U,N/A,NA,NA,NA,NA,D,E,025,W1,R,W1R,0,"25, 26, 36",NA,NA,Burns Hole Ranch,Yes,No,NA
DE025W1R,L_R,N/A,NA,NA,NA,NA,D,E,025,W1,R,W1R,0,"25, 26, 36",NA,NA,Burns Hole Ranch,Yes,No,NA
DE029O1A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,029,O1,A,O1A,0,29,45902,45930,,No,No,NA
DE029O1A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,029,O1,A,O1A,0,29,45902,45930,,No,No,NA
DE029O1A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,029,O1,A,O1A,0,29,45902,45930,,No,No,NA
DE029O1A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,029,O1,A,O1A,0,29,45902,45930,,No,No,NA
DE029O1A,L_U,No Apps,NA,NA,NA,NA,D,E,029,O1,A,O1A,0,29,45902,45930,,No,No,Yes
DE029O1A,L_R,No Apps,NA,NA,NA,NA,D,E,029,O1,A,O1A,0,29,45902,45930,,No,No,Yes
DE030P5A,A_R,Choice 2,7,20,35.0%,35.0%,D,E,030,P5,A,P5A,0,30,45902,45930,,No,Yes,NA
DE030P5A,A_NR,Choice 2,1,3,33.0%,33.0%,D,E,030,P5,A,P5A,0,30,45902,45930,,No,Yes,NA
DE030P5A,Y_R,Choice 2,2,2,100.0%,NA,D,E,030,P5,A,P5A,0,30,45902,45930,,No,Yes,NA
DE030P5A,Y_NR,No Apps,NA,NA,NA,100.0%,D,E,030,P5,A,P5A,0,30,45902,45930,,No,Yes,Yes
DE030P5A,L_U,Choice 3,1,2,50.0%,50.0%,D,E,030,P5,A,P5A,0,30,45902,45930,,No,Yes,NA
DE030P5A,L_R,Leftover Choice 1,1,1,100.0%,100.0%,D,E,030,P5,A,P5A,0,30,45902,45930,,No,Yes,NA
DE031O1A,A_R,0 Pref Points,60,60,100.0%,100.0%,D,E,031,O1,A,O1A,0,"31,32",45902,45930,,No,No,NA
DE031O1A,A_NR,1 Pref Points,20,22,91.0%,91.0%,D,E,031,O1,A,O1A,1,"31,32",45902,45930,,No,No,NA
DE031O1A,Y_R,Choice 2,1,7,14.0%,100.0%,D,E,031,O1,A,O1A,0,"31,32",45902,45930,,No,No,NA
DE031O1A,Y_NR,0 Pref Points,1,1,100.0%,14.0%,D,E,031,O1,A,O1A,0,"31,32",45902,45930,,No,No,NA
DE031O1A,L_U,1 Pref Points,11,15,73.0%,73.0%,D,E,031,O1,A,O1A,1,"31,32",45902,45930,,No,No,NA
DE031O1A,L_R,0 Pref Points,9,15,60.0%,60.0%,D,E,031,O1,A,O1A,0,"31,32",45902,45930,,No,No,NA
DE033O1A,A_R,0 Pref Points,76,94,81.0%,81.0%,D,E,033,O1,A,O1A,0,"33,32",45902,45930,,No,No,NA
DE033O1A,A_NR,0 Pref Points,28,33,85.0%,85.0%,D,E,033,O1,A,O1A,0,"33,32",45902,45930,,No,No,NA
DE033O1A,Y_R,0 Pref Points,8,8,100.0%,100.0%,D,E,033,O1,A,O1A,0,"33,32",45902,45930,,No,No,NA
DE033O1A,Y_NR,0 Pref Points,2,2,100.0%,100.0%,D,E,033,O1,A,O1A,0,"33,32",45902,45930,,No,No,NA
DE033O1A,L_U,Leftover Choice 1,3,3,100.0%,100.0%,D,E,033,O1,A,O1A,0,"33,32",45902,45930,,No,No,NA
DE033O1A,L_R,None Drawn,NA,NA,NA,NA,D,E,033,O1,A,O1A,0,"33,32",45902,45930,,No,No,Yes
DE034O1A,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,034,O1,A,O1A,0,34,45902,45930,,No,No,NA
DE034O1A,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,034,O1,A,O1A,0,34,45902,45930,,No,No,NA
DE034O1A,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,034,O1,A,O1A,0,34,45902,45930,,No,No,NA
DE034O1A,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,034,O1,A,O1A,0,34,45902,45930,,No,No,NA
DE034O1A,L_U,No Apps,NA,NA,NA,NA,D,E,034,O1,A,O1A,0,34,45902,45930,,No,No,Yes
DE034O1A,L_R,No Apps,NA,NA,NA,NA,D,E,034,O1,A,O1A,0,34,45902,45930,,No,No,Yes
DE034P2R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,034,P2,R,P2R,0,34,NA,NA,,No,Yes,NA
DE034P2R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,034,P2,R,P2R,0,34,NA,NA,,No,Yes,NA
DE034P2R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,034,P2,R,P2R,0,34,NA,NA,,No,Yes,NA
DE034P2R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,034,P2,R,P2R,0,34,NA,NA,,No,Yes,NA
DE034P2R,L_U,No Apps,NA,NA,NA,NA,D,E,034,P2,R,P2R,0,34,NA,NA,,No,Yes,Yes
DE034P2R,L_R,No Apps,NA,NA,NA,NA,D,E,034,P2,R,P2R,0,34,NA,NA,,No,Yes,Yes
DE034P3R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,034,P3,R,P3R,0,34,NA,NA,,No,Yes,NA
DE034P3R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,034,P3,R,P3R,0,34,NA,NA,,No,Yes,NA
DE034P3R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,034,P3,R,P3R,0,34,NA,NA,,No,Yes,NA
DE034P3R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,034,P3,R,P3R,0,34,NA,NA,,No,Yes,NA
DE034P3R,L_U,Leftover Choice 2,1,1,100.0%,100.0%,D,E,034,P3,R,P3R,0,34,NA,NA,,No,Yes,NA
DE034P3R,L_R,None Drawn,NA,NA,NA,NA,D,E,034,P3,R,P3R,0,34,NA,NA,,No,Yes,Yes
DE035O1A,A_R,0 Pref Points,68,135,50.0%,50.0%,D,E,035,O1,A,O1A,0,"35,36,45,361",45902,45930,,No,No,NA
DE035O1A,A_NR,0 Pref Points,12,41,29.0%,29.0%,D,E,035,O1,A,O1A,0,"35,36,45,361",45902,45930,,No,No,NA
DE035O1A,Y_R,Choice 2,2,8,25.0%,100.0%,D,E,035,O1,A,O1A,0,"35,36,45,361",45902,45930,,No,No,NA
DE035O1A,Y_NR,0 Pref Points,2,2,100.0%,25.0%,D,E,035,O1,A,O1A,0,"35,36,45,361",45902,45930,,No,No,NA
DE035O1A,L_U,Leftover Choice 3,5,5,100.0%,100.0%,D,E,035,O1,A,O1A,0,"35,36,45,361",45902,45930,,No,No,NA
DE035O1A,L_R,None Drawn,NA,NA,NA,NA,D,E,035,O1,A,O1A,0,"35,36,45,361",45902,45930,,No,No,Yes
DE035P2R,A_R,Choice 2,4,10,40.0%,40.0%,D,E,035,P2,R,P2R,0,"35, 36, 45, 361",NA,NA,,No,Yes,NA
DE035P2R,A_NR,Choice 2,5,11,45.0%,45.0%,D,E,035,P2,R,P2R,0,"35, 36, 45, 361",NA,NA,,No,Yes,NA
DE035P2R,Y_R,Choice 2,1,3,33.0%,NA,D,E,035,P2,R,P2R,0,"35, 36, 45, 361",NA,NA,,No,Yes,NA
DE035P2R,Y_NR,No Apps,NA,NA,NA,33.0%,D,E,035,P2,R,P2R,0,"35, 36, 45, 361",NA,NA,,No,Yes,Yes
DE035P2R,L_U,0 Pref Points,2,2,100.0%,100.0%,D,E,035,P2,R,P2R,0,"35, 36, 45, 361",NA,NA,,No,Yes,NA
DE035P2R,L_R,Choice 2,2,2,100.0%,100.0%,D,E,035,P2,R,P2R,0,"35, 36, 45, 361",NA,NA,,No,Yes,NA
DE035P3R,A_R,Choice 2,2,6,33.0%,33.0%,D,E,035,P3,R,P3R,0,"35, 36, 45, 361",NA,NA,,No,Yes,NA
DE035P3R,A_NR,0 Pref Points,2,2,100.0%,100.0%,D,E,035,P3,R,P3R,0,"35, 36, 45, 361",NA,NA,,No,Yes,NA
DE035P3R,Y_R,0 Pref Points,4,4,100.0%,NA,D,E,035,P3,R,P3R,0,"35, 36, 45, 361",NA,NA,,No,Yes,NA
DE035P3R,Y_NR,None Drawn,NA,NA,NA,100.0%,D,E,035,P3,R,P3R,0,"35, 36, 45, 361",NA,NA,,No,Yes,Yes
DE035P3R,L_U,0 Pref Points,2,2,100.0%,100.0%,D,E,035,P3,R,P3R,0,"35, 36, 45, 361",NA,NA,,No,Yes,NA
DE035P3R,L_R,None Drawn,NA,NA,NA,NA,D,E,035,P3,R,P3R,0,"35, 36, 45, 361",NA,NA,,No,Yes,Yes
DE038L1R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,038,L1,R,L1R,0,38,NA,NA,,No,No,NA
DE038L1R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,038,L1,R,L1R,0,38,NA,NA,,No,No,NA
DE038L1R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,038,L1,R,L1R,0,38,NA,NA,,No,No,NA
DE038L1R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,038,L1,R,L1R,0,38,NA,NA,,No,No,NA
DE038L1R,L_U,0 Pref Points,8,8,100.0%,100.0%,D,E,038,L1,R,L1R,0,38,NA,NA,,No,No,NA
DE038L1R,L_R,No Apps,NA,NA,NA,NA,D,E,038,L1,R,L1R,0,38,NA,NA,,No,No,Yes
DE038L2R,A_R,2 Pref Points,6,15,40.0%,40.0%,D,E,038,L2,R,L2R,2,38,NA,NA,,No,No,NA
DE038L2R,A_NR,None Drawn,NA,NA,NA,NA,D,E,038,L2,R,L2R,0,38,NA,NA,,No,No,Yes
DE038L2R,Y_R,2 Pref Points,4,5,80.0%,NA,D,E,038,L2,R,L2R,2,38,NA,NA,,No,No,NA
DE038L2R,Y_NR,No Apps,NA,NA,NA,80.0%,D,E,038,L2,R,L2R,0,38,NA,NA,,No,No,Yes
DE038L2R,L_U,N/A,NA,NA,NA,NA,D,E,038,L2,R,L2R,0,38,NA,NA,,No,No,NA
DE038L2R,L_R,N/A,NA,NA,NA,NA,D,E,038,L2,R,L2R,0,38,NA,NA,,No,No,NA
DE038O1A,A_R,Choice 2,42,136,31.0%,31.0%,D,E,038,O1,A,O1A,0,38,45902,45930,,No,No,NA
DE038O1A,A_NR,0 Pref Points,5,5,100.0%,100.0%,D,E,038,O1,A,O1A,0,38,45902,45930,,No,No,NA
DE038O1A,Y_R,Choice 2,3,8,38.0%,NA,D,E,038,O1,A,O1A,0,38,45902,45930,,No,No,NA
DE038O1A,Y_NR,No Apps,NA,NA,NA,38.0%,D,E,038,O1,A,O1A,0,38,45902,45930,,No,No,Yes
DE038O1A,L_U,No Apps,NA,NA,NA,NA,D,E,038,O1,A,O1A,0,38,45902,45930,,No,No,Yes
DE038O1A,L_R,No Apps,NA,NA,NA,NA,D,E,038,O1,A,O1A,0,38,45902,45930,,No,No,Yes
DE039O1A,A_R,0 Pref Points,75,145,52.0%,52.0%,D,E,039,O1,A,O1A,0,"39,46",45902,45930,,No,No,NA
DE039O1A,A_NR,0 Pref Points,10,18,56.0%,56.0%,D,E,039,O1,A,O1A,0,"39,46",45902,45930,,No,No,NA
DE039O1A,Y_R,Choice 2,3,8,38.0%,NA,D,E,039,O1,A,O1A,0,"39,46",45902,45930,,No,No,NA
DE039O1A,Y_NR,No Apps,NA,NA,NA,38.0%,D,E,039,O1,A,O1A,0,"39,46",45902,45930,,No,No,Yes
DE039O1A,L_U,Leftover Choice 3,3,3,100.0%,100.0%,D,E,039,O1,A,O1A,0,"39,46",45902,45930,,No,No,NA
DE039O1A,L_R,None Drawn,NA,NA,NA,NA,D,E,039,O1,A,O1A,0,"39,46",45902,45930,,No,No,Yes
DE041O1A,A_R,0 Pref Points,42,194,22.0%,22.0%,D,E,041,O1,A,O1A,0,"41,42,421",45902,45930,,No,No,NA
DE041O1A,A_NR,0 Pref Points,5,85,6.0%,6.0%,D,E,041,O1,A,O1A,0,"41,42,421",45902,45930,,No,No,NA
DE041O1A,Y_R,Choice 2,3,16,19.0%,40.0%,D,E,041,O1,A,O1A,0,"41,42,421",45902,45930,,No,No,NA
DE041O1A,Y_NR,Choice 2,2,5,40.0%,19.0%,D,E,041,O1,A,O1A,0,"41,42,421",45902,45930,,No,No,NA
DE041O1A,L_U,Leftover Choice 1,14,29,48.0%,48.0%,D,E,041,O1,A,O1A,0,"41,42,421",45902,45930,,No,No,NA
DE041O1A,L_R,Leftover Choice 2,18,18,100.0%,100.0%,D,E,041,O1,A,O1A,0,"41,42,421",45902,45930,,No,No,NA
DE041P5A,A_R,0 Pref Points,21,27,78.0%,78.0%,D,E,041,P5,A,P5A,0,41,45902,45930,,No,Yes,NA
DE041P5A,A_NR,0 Pref Points,12,12,100.0%,100.0%,D,E,041,P5,A,P5A,0,41,45902,45930,,No,Yes,NA
DE041P5A,Y_R,Choice 2,4,7,57.0%,100.0%,D,E,041,P5,A,P5A,0,41,45902,45930,,No,Yes,NA
DE041P5A,Y_NR,1 Pref Points,1,1,100.0%,57.0%,D,E,041,P5,A,P5A,1,41,45902,45930,,No,Yes,NA
DE041P5A,L_U,Leftover Choice 3,1,1,100.0%,100.0%,D,E,041,P5,A,P5A,0,41,45902,45930,,No,Yes,NA
DE041P5A,L_R,None Drawn,NA,NA,NA,NA,D,E,041,P5,A,P5A,0,41,45902,45930,,No,Yes,Yes
DE043O1A,A_R,0 Pref Points,79,113,70.0%,70.0%,D,E,043,O1,A,O1A,0,"43,47,431,471",45902,45930,,No,No,NA
DE043O1A,A_NR,1 Pref Points,30,35,86.0%,86.0%,D,E,043,O1,A,O1A,1,"43,47,431,471",45902,45930,,No,No,NA
DE043O1A,Y_R,Choice 2,1,3,33.0%,100.0%,D,E,043,O1,A,O1A,0,"43,47,431,471",45902,45930,,No,No,NA
DE043O1A,Y_NR,0 Pref Points,1,1,100.0%,33.0%,D,E,043,O1,A,O1A,0,"43,47,431,471",45902,45930,,No,No,NA
DE043O1A,L_U,Leftover Choice 2,1,1,100.0%,100.0%,D,E,043,O1,A,O1A,0,"43,47,431,471",45902,45930,,No,No,NA
DE043O1A,L_R,None Drawn,NA,NA,NA,NA,D,E,043,O1,A,O1A,0,"43,47,431,471",45902,45930,,No,No,Yes
DE043P2R,A_R,Choice 2,6,14,43.0%,43.0%,D,E,043,P2,R,P2R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE043P2R,A_NR,0 Pref Points,1,1,100.0%,100.0%,D,E,043,P2,R,P2R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE043P2R,Y_R,Choice 2,2,3,67.0%,NA,D,E,043,P2,R,P2R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE043P2R,Y_NR,No Apps,NA,NA,NA,67.0%,D,E,043,P2,R,P2R,0,"43, 47, 431, 471",NA,NA,,No,Yes,Yes
DE043P2R,L_U,0 Pref Points,2,2,100.0%,100.0%,D,E,043,P2,R,P2R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE043P2R,L_R,Leftover Choice 2,1,2,50.0%,50.0%,D,E,043,P2,R,P2R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE043P3R,A_R,Choice 2,1,11,9.0%,9.0%,D,E,043,P3,R,P3R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE043P3R,A_NR,Choice 2,1,3,33.0%,33.0%,D,E,043,P3,R,P3R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE043P3R,Y_R,Choice 2,1,2,50.0%,NA,D,E,043,P3,R,P3R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE043P3R,Y_NR,No Apps,NA,NA,NA,50.0%,D,E,043,P3,R,P3R,0,"43, 47, 431, 471",NA,NA,,No,Yes,Yes
DE043P3R,L_U,Leftover Choice 1,1,2,50.0%,50.0%,D,E,043,P3,R,P3R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE043P3R,L_R,Leftover Choice 2,1,1,100.0%,100.0%,D,E,043,P3,R,P3R,0,"43, 47, 431, 471",NA,NA,,No,Yes,NA
DE044O1A,A_R,1 Pref Points,24,44,55.0%,55.0%,D,E,044,O1,A,O1A,1,44,45902,45930,,No,No,NA
DE044O1A,A_NR,2 Pref Points,6,33,18.0%,18.0%,D,E,044,O1,A,O1A,2,44,45902,45930,,No,No,NA
DE044O1A,Y_R,0 Pref Points,5,6,83.0%,NA,D,E,044,O1,A,O1A,0,44,45902,45930,,No,No,NA
DE044O1A,Y_NR,None Drawn,NA,NA,NA,83.0%,D,E,044,O1,A,O1A,0,44,45902,45930,,No,No,Yes
DE044O1A,L_U,Leftover Choice 3,1,5,20.0%,20.0%,D,E,044,O1,A,O1A,0,44,45902,45930,,No,No,NA
DE044O1A,L_R,None Drawn,NA,NA,NA,NA,D,E,044,O1,A,O1A,0,44,45902,45930,,No,No,Yes
DE044P2R,A_R,Choice 2,1,9,11.0%,11.0%,D,E,044,P2,R,P2R,0,44,NA,NA,,No,Yes,NA
DE044P2R,A_NR,No Apps,NA,NA,NA,NA,D,E,044,P2,R,P2R,0,44,NA,NA,,No,Yes,Yes
DE044P2R,Y_R,None Drawn,NA,NA,NA,NA,D,E,044,P2,R,P2R,0,44,NA,NA,,No,Yes,Yes
DE044P2R,Y_NR,No Apps,NA,NA,NA,NA,D,E,044,P2,R,P2R,0,44,NA,NA,,No,Yes,Yes
DE044P2R,L_U,0 Pref Points,1,1,100.0%,100.0%,D,E,044,P2,R,P2R,0,44,NA,NA,,No,Yes,NA
DE044P2R,L_R,Choice 2,1,2,50.0%,50.0%,D,E,044,P2,R,P2R,0,44,NA,NA,,No,Yes,NA
DE044P3R,A_R,1 Pref Points,2,2,100.0%,100.0%,D,E,044,P3,R,P3R,1,44,NA,NA,,No,Yes,NA
DE044P3R,A_NR,1 Pref Points,2,3,67.0%,67.0%,D,E,044,P3,R,P3R,1,44,NA,NA,,No,Yes,NA
DE044P3R,Y_R,None Drawn,NA,NA,NA,NA,D,E,044,P3,R,P3R,0,44,NA,NA,,No,Yes,Yes
DE044P3R,Y_NR,No Apps,NA,NA,NA,NA,D,E,044,P3,R,P3R,0,44,NA,NA,,No,Yes,Yes
DE044P3R,L_U,3 Pref Points,1,1,100.0%,100.0%,D,E,044,P3,R,P3R,3,44,NA,NA,,No,Yes,NA
DE044P3R,L_R,1 Pref Points,1,2,50.0%,50.0%,D,E,044,P3,R,P3R,1,44,NA,NA,,No,Yes,NA
DE048U6R,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"48, 49, 56, 57, 58, 59, 69, 84, 85, 86,
140, 481, 511, 512, 561, 581, 591, 691, 851
",NA,NA,,No,No,NA
DE049O1A,A_R,1 Pref Points,13,176,7.0%,7.0%,D,E,049,O1,A,O1A,1,"49,57,58,581",45902,45930,,No,No,NA
DE049O1A,A_NR,1 Pref Points,2,18,11.0%,11.0%,D,E,049,O1,A,O1A,1,"49,57,58,581",45902,45930,,No,No,NA
DE049O1A,Y_R,Choice 2,7,24,29.0%,100.0%,D,E,049,O1,A,O1A,0,"49,57,58,581",45902,45930,,No,No,NA
DE049O1A,Y_NR,0 Pref Points,1,1,100.0%,29.0%,D,E,049,O1,A,O1A,0,"49,57,58,581",45902,45930,,No,No,NA
DE049O1A,L_U,0 Pref Points,28,36,78.0%,78.0%,D,E,049,O1,A,O1A,0,"49,57,58,581",45902,45930,,No,No,NA
DE049O1A,L_R,Leftover Choice 1,12,33,36.0%,36.0%,D,E,049,O1,A,O1A,0,"49,57,58,581",45902,45930,,No,No,NA
DE050O1A,A_R,1 Pref Points,52,121,43.0%,43.0%,D,E,050,O1,A,O1A,1,50500501,45902,45930,,No,No,NA
DE050O1A,A_NR,1 Pref Points,5,12,42.0%,42.0%,D,E,050,O1,A,O1A,1,50500501,45902,45930,,No,No,NA
DE050O1A,Y_R,Choice 2,2,8,25.0%,NA,D,E,050,O1,A,O1A,0,50500501,45902,45930,,No,No,NA
DE050O1A,Y_NR,No Apps,NA,NA,NA,25.0%,D,E,050,O1,A,O1A,0,50500501,45902,45930,,No,No,Yes
DE050O1A,L_U,Leftover Choice 1,4,9,44.0%,44.0%,D,E,050,O1,A,O1A,0,50500501,45902,45930,,No,No,NA
DE050O1A,L_R,Leftover Choice 3,2,2,100.0%,100.0%,D,E,050,O1,A,O1A,0,50500501,45902,45930,,No,No,NA
DE051O1A,A_R,0 Pref Points,7,93,8.0%,8.0%,D,E,051,O1,A,O1A,0,51,45902,45930,,No,No,NA
DE051O1A,A_NR,0 Pref Points,2,5,40.0%,40.0%,D,E,051,O1,A,O1A,0,51,45902,45930,,No,No,NA
DE051O1A,Y_R,Choice 2,2,12,17.0%,NA,D,E,051,O1,A,O1A,0,51,45902,45930,,No,No,NA
DE051O1A,Y_NR,No Apps,NA,NA,NA,17.0%,D,E,051,O1,A,O1A,0,51,45902,45930,,No,No,Yes
DE051O1A,L_U,Leftover Choice 1,8,8,100.0%,100.0%,D,E,051,O1,A,O1A,0,51,45902,45930,,No,No,NA
DE051O1A,L_R,Leftover Choice 2,3,3,100.0%,100.0%,D,E,051,O1,A,O1A,0,51,45902,45930,,No,No,NA
DE052P6R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,052,P6,R,P6R,0,"52, 411, 521",NA,NA,,No,Yes,NA
DE052P6R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,052,P6,R,P6R,0,"52, 411, 521",NA,NA,,No,Yes,NA
DE052P6R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,052,P6,R,P6R,0,"52, 411, 521",NA,NA,,No,Yes,NA
DE052P6R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,052,P6,R,P6R,0,"52, 411, 521",NA,NA,,No,Yes,NA
DE052P6R,L_U,Leftover Choice 2,7,7,100.0%,100.0%,D,E,052,P6,R,P6R,0,"52, 411, 521",NA,NA,,No,Yes,NA
DE052P6R,L_R,Leftover Choice 3,9,9,100.0%,100.0%,D,E,052,P6,R,P6R,0,"52, 411, 521",NA,NA,,No,Yes,NA
DE062P6R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,062,P6,R,P6R,0,62,NA,NA,,No,Yes,NA
DE062P6R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,062,P6,R,P6R,0,62,NA,NA,,No,Yes,NA
DE062P6R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,062,P6,R,P6R,0,62,NA,NA,,No,Yes,NA
DE062P6R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,062,P6,R,P6R,0,62,NA,NA,,No,Yes,NA
DE062P6R,L_U,Leftover Choice 3,6,6,100.0%,100.0%,D,E,062,P6,R,P6R,0,62,NA,NA,,No,Yes,NA
DE062P6R,L_R,None Drawn,NA,NA,NA,NA,D,E,062,P6,R,P6R,0,62,NA,NA,,No,Yes,Yes
DE064P6R,A_R,Leftover,NA,NA,100.0%,100.0%,D,E,064,P6,R,P6R,0,"64, 65",NA,NA,,No,Yes,NA
DE064P6R,A_NR,Leftover,NA,NA,100.0%,100.0%,D,E,064,P6,R,P6R,0,"64, 65",NA,NA,,No,Yes,NA
DE064P6R,Y_R,Leftover,NA,NA,100.0%,100.0%,D,E,064,P6,R,P6R,0,"64, 65",NA,NA,,No,Yes,NA
DE064P6R,Y_NR,Leftover,NA,NA,100.0%,100.0%,D,E,064,P6,R,P6R,0,"64, 65",NA,NA,,No,Yes,NA
DE064P6R,L_U,Leftover Choice 1,1,1,100.0%,100.0%,D,E,064,P6,R,P6R,0,"64, 65",NA,NA,,No,Yes,NA
DE064P6R,L_R,None Drawn,NA,NA,NA,NA,D,E,064,P6,R,P6R,0,"64, 65",NA,NA,,No,Yes,Yes
DE069O1A,A_R,1 Pref Points,83,208,40.0%,40.0%,D,E,069,O1,A,O1A,1,"69,84,86,691,861",45902,45930,,No,No,NA
DE069O1A,A_NR,1 Pref Points,14,22,64.0%,64.0%,D,E,069,O1,A,O1A,1,"69,84,86,691,861",45902,45930,,No,No,NA
DE069O1A,Y_R,Choice 2,6,17,35.0%,100.0%,D,E,069,O1,A,O1A,0,"69,84,86,691,861",45902,45930,,No,No,NA
DE069O1A,Y_NR,0 Pref Points,1,1,100.0%,35.0%,D,E,069,O1,A,O1A,0,"69,84,86,691,861",45902,45930,,No,No,NA
DE069O1A,L_U,0 Pref Points,20,39,51.0%,51.0%,D,E,069,O1,A,O1A,0,"69,84,86,691,861",45902,45930,,No,No,NA
DE069O1A,L_R,Leftover Choice 1,5,18,28.0%,28.0%,D,E,069,O1,A,O1A,0,"69,84,86,691,861",45902,45930,,No,No,NA
DE075O1A,A_R,0 Pref Points,84,117,72.0%,72.0%,D,E,075,O1,A,O1A,0,75751,45902,45930,,No,No,NA
DE075O1A,A_NR,1 Pref Points,26,30,87.0%,87.0%,D,E,075,O1,A,O1A,1,75751,45902,45930,,No,No,NA
DE075O1A,Y_R,0 Pref Points,13,13,100.0%,100.0%,D,E,075,O1,A,O1A,0,75751,45902,45930,,No,No,NA
DE075O1A,Y_NR,0 Pref Points,3,3,100.0%,100.0%,D,E,075,O1,A,O1A,0,75751,45902,45930,,No,No,NA
DE075O1A,L_U,Leftover Choice 3,5,5,100.0%,100.0%,D,E,075,O1,A,O1A,0,75751,45902,45930,,No,No,NA
DE075O1A,L_R,None Drawn,NA,NA,NA,NA,D,E,075,O1,A,O1A,0,75751,45902,45930,,No,No,Yes
